Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;4.843082491885632;16.655862048192255;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;1.0124675389722062;0.2462810647979593;0.06563988999081041;0.0;0.0;0.0;0.0;0.0;[GWh]
Lighting;Public lighting;LIGHTING_P;0.0;0.0;0.0;0.0;0.960012836417544;0.0;0.0;0.0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;1.4794336853232666;0.5311944535601617;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Heat;Cooking;COOKING;24.726144260326254;1.014098502251218;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Cold;Space cooling;SPACE_COOLING;17.538986236004945;7.002108706020314;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;5.034010857921051;0.7349985871137965;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[Mpkm]
Mobility;International shipping;SHIPPING;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0.0;0.5378343842834472;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0.0;0.0;3.30130035033013;0.0;0.0;0.0;0.0;0.0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
Non-energy;Non-energy;NON_ENERGY;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[GWh]
